Edition,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature
79,Standard,,Sweat,,Bloody Eye,Boot Award,Suit,Red,Dosbrak
80,Standard,,,Medal,Bloody Eye,Yellow Card,Suit,Green,Dosbrak
81,Standard,Winner Hat,,,,League Trophy,Red Jersey Torn,Red,Dosbrak
82,Standard,,Sweat,Medal,,Fire Ball,Suit,Green,Dosbrak
83,Standard,,Sweat,,Wayfarers,Pigskin Ball,Blue Jersey,Red,Dosbrak
84,Standard,,Sweat,,,,Blue Jersey,Green,Dosbrak
85,Standard,,,,,Yellow Card,Suit,Blue,Dosbrak
86,Standard,Title Crown,,,,Boot Award,Patriot Flag,Green,Dosbrak
87,Standard,BA Snapback,Sweat,,Bloody Eye,Pigskin Ball,White Jersey,Black,Dosbrak
88,Standard,,Sweat,,,Please Buy Rooney,Astronaut,Team,Dosbrak
89,Standard,,,Diamond Grill,,Boot Award,Black Jersey,Green,Dosbrak
90,Standard,Winner Hat,,Medal,Wayfarers,Diamond Ball,Training Hoodie,Blue,Dosbrak
91,Old,Winner Hat,,,Wayfarers,,Suit,Red,Dosbrak
92,Standard,Winner Hat,England Paint,,,,,Black,Dosbrak
93,Standard,,,,,Yellow Card,Suit,Black,Dosbrak
94,Old,,,,,Yellow Card,Patriot Flag,Orange,Dosbrak
95,Standard,,Sweat,,,Confetti,Red Jersey,Red,Dosbrak
96,Standard,Winner Hat,Ad Beard,,,,Red Jersey,Team,Dosbrak
97,Standard,BA Snapback,,,,,Red Jersey,Blue,Dosbrak
98,Standard,Wooly Hat,England Paint,,,,Red Jersey,Black,Dosbrak
99,Young,,,Medal,,,Red Jersey Torn,Black,Dosbrak
100,Old,,,,,Yellow Card,Patriot Flag,Orange,Dosbrak
101,Standard,BA Snapback,,Gold Mouthguard,Wayfarers,European Trophy,Training Hoodie,Blue,Dosbrak
102,Standard,,,,,League Trophy,Red Jersey Torn,Red,Dosbrak
103,Standard,,England Paint,,Bloody Eye,,,Orange,Dosbrak
104,Young,Winner Hat,,,Laser Eyes,Please Buy Rooney,Red Jersey,Green,Dosbrak
105,Standard,,,,Wayfarers,Yellow Card,Suit,Red,Dosbrak
106,Old,Wooly Hat,Sweat,Medal,,Confetti,Red Jersey,Green,Dosbrak
107,Standard,,,,Bloody Eye,Yellow Card,Blue Jersey,Black,Dosbrak
108,Young,,,,,Yellow Card,Suit,Black,Dosbrak
109,Old,Winner Hat,Sweat,,Bloody Eye,Pigskin Ball,Red Jersey,Blue,Dosbrak
110,Young,,,,,League Trophy,Red Jersey Torn,Blue,Dosbrak
111,Standard,,,,,,White Jersey,Black,Dosbrak
112,Standard,,,,,European Trophy,Suit,Blockasset,Dosbrak
113,Standard,BA Snapback,,,Laser Eyes,,Managers Jacket,Stadium,Dosbrak
114,Standard,Wooly Hat,,,,League Trophy,Red Jersey,Stadium,Dosbrak
115,Standard,Winner Hat,,Medal,Wayfarers,Fire Ball,Training Hoodie,Orange,Dosbrak
116,Standard,,England Paint,,Bloody Eye,,,Team,Dosbrak
117,Young,,,,Wayfarers,Confetti,Managers Jacket,Red,Dosbrak
118,Old,,Sweat,,,Fire Ball,Training Hoodie,Blockasset,Dosbrak
119,Standard,,,Medal,Bloody Eye,,Red Jersey,Red,Dosbrak
120,Standard,Title Crown,Sweat,,,Diamond Ball,White Jersey,Orange,Dosbrak
121,Old,,Ad Beard,,,Pigskin Ball,Red Jersey,Black,Dosbrak
122,Standard,,,,,League Trophy,Red Jersey Torn,Blockasset,Dosbrak
123,Standard,BA Snapback,,,,Confetti,Black Jersey,Red,Dosbrak
124,Standard,BA Snapback,,,,Pigskin Ball,White Jersey,Green,Dosbrak
125,Old,BA Snapback,,,,Boot Award,Suit,Blue,Dosbrak
126,Standard,,England Paint,Gold Mouthguard,,,,Green,Dosbrak
127,Standard,Wooly Hat,,,,Yellow Card,Red Jersey,Orange,Dosbrak
128,Standard,Winner Hat,,Medal,Bloody Eye,Fire Ball,Red Jersey,Black,Dosbrak
129,Standard,,,,Wayfarers,,Red Jersey,Black,Dosbrak
130,Standard,,,,,Pigskin Ball,White Jersey,Blue,Dosbrak
131,Young,Wooly Hat,,,,Pigskin Ball,Red Jersey,Red,Dosbrak
132,Standard,,,,Wayfarers,Fire Ball,Black Jersey,Red,Dosbrak
133,Standard,Winner Hat,Sweat,,,Captain Armband,Black Jersey,Red,Dosbrak
134,Old,Winner Hat,Ad Beard,,,,Suit,Green,Dosbrak
135,Standard,,,,Wayfarers,Confetti,Patriot Flag,Red,Dosbrak
136,Standard,,,,,Please Buy Rooney,Blue Jersey,Green,Dosbrak
137,Old,,,Gold Mouthguard,,European Trophy,Suit,Black,Dosbrak
138,Young,Wooly Hat,,,Bloody Eye,Captain Armband,Black Jersey,Orange,Dosbrak
139,Old,,Sweat,,Wayfarers,Diamond Ball,Training Hoodie,Black,Dosbrak
140,Old,Wooly Hat,,Gold Mouthguard,Laser Eyes,European Trophy,Red Jersey,Blue,Dosbrak
141,Standard,,,,Wayfarers,,Patriot Flag,Blue,Dosbrak
142,Standard,,,,Bloody Eye,Yellow Card,White Jersey,Blue,Dosbrak
143,Old,Wooly Hat,,Gold Mouthguard,,,Red Jersey,Green,Dosbrak
144,Standard,Winner Hat,England Paint,,,,,Red,Dosbrak
145,Old,Winner Hat,Ad Beard,,,League Trophy,Red Jersey Torn,Orange,Dosbrak
146,Standard,,Sweat,,,Confetti,Patriot Flag,Orange,Dosbrak
147,Standard,,,Diamond Grill,,Yellow Card,Suit,Orange,Dosbrak
148,Old,,,,,Please Buy Rooney,Black Jersey,Orange,Dosbrak
149,Standard,BA Snapback,Sweat,Medal,Wayfarers,Captain Armband,Black Jersey,Blockasset,Dosbrak
150,Young,Title Crown,,,Bloody Eye,Yellow Card,Red Jersey,Red,Dosbrak
151,Old,,,,,Confetti,Blue Jersey,Black,Dosbrak
152,Standard,Wooly Hat,,,Laser Eyes,Yellow Card,Red Jersey,Black,Dosbrak
153,Standard,Winner Hat,Ad Beard,,,Captain Armband,Black Jersey,Blockasset,Dosbrak
154,Old,,,,,Confetti,Blue Jersey,Stadium,Dosbrak
155,Standard,BA Snapback,,,Wayfarers,Captain Armband,Black Jersey,Red,Dosbrak
156,Standard,,,,,Fire Ball,Patriot Flag,Red,Dosbrak
157,Standard,BA Snapback,,,,Pigskin Ball,White Jersey,Red,Dosbrak
158,Young,,Sweat,,Bloody Eye,Yellow Card,Training Hoodie,Red,Dosbrak
159,Young,Winner Hat,,Diamond Grill,Wayfarers,,Red Jersey,Black,Dosbrak
160,Standard,,Sweat,,Laser Eyes,,White Jersey,Black,Dosbrak
161,Standard,,,,,Fire Ball,Black Jersey,Green,Dosbrak
162,Old,Winner Hat,,,,Yellow Card,Red Jersey,Red,Dosbrak
163,Standard,BA Snapback,,Gold Mouthguard,,Please Buy Rooney,Blue Jersey,Red,Dosbrak
164,Standard,,,,Bloody Eye,Captain Armband,Black Jersey,Team,Dosbrak
165,Standard,Title Crown,,,Wayfarers,Please Buy Rooney,Red Jersey,Blue,Dosbrak
166,Old,Wooly Hat,,Gold Mouthguard,,Pigskin Ball,Red Jersey,Black,Dosbrak
167,Standard,,Sweat,,Wayfarers,Fire Ball,White Jersey,Green,Dosbrak
168,Old,,Sweat,,,Please Buy Rooney,Managers Jacket,Red,Dosbrak
169,Standard,Winner Hat,,,,Confetti,Suit,Blue,Dosbrak
170,Young,Winner Hat,,,,,Black Jersey,Green,Dosbrak
171,Standard,Winner Hat,Sweat,,,Fire Ball,Black Jersey,Team,Dosbrak
172,Standard,,Sweat,,Wayfarers,,Blue Jersey,Red,Dosbrak
173,Young,,Sweat,,,Confetti,Training Hoodie,Blue,Dosbrak
174,Young,BA Snapback,Sweat,Gold Mouthguard,Laser Eyes,Captain Armband,Black Jersey,Orange,Dosbrak
175,Standard,,Sweat,,,European Trophy,Training Hoodie,Orange,Dosbrak
176,Standard,Wooly Hat,,,,League Trophy,Red Jersey,Red,Dosbrak
177,Old,,,,Laser Eyes,,White Jersey,Red,Dosbrak
178,Standard,,England Paint,Gold Mouthguard,,,,Black,Dosbrak
179,Standard,,,,,,White Jersey,Green,Dosbrak
180,Old,,,Diamond Grill,,Confetti,White Jersey,Red,Dosbrak
181,Old,,,,Wayfarers,Yellow Card,Managers Jacket,Blockasset,Dosbrak
182,Standard,Crown,,Gold Mouthguard,Bloody Eye,Fire Ball,Suit,Orange,Dosbrak
183,Standard,,,,Bloody Eye,Fire Ball,Black Jersey,Blue,Dosbrak
184,Young,,,,,,Patriot Flag,Orange,Dosbrak
185,Standard,,,Gold Mouthguard,,Confetti,Red Jersey,Blockasset,Dosbrak
186,Standard,BA Snapback,,,,,Blue Jersey,Orange,Dosbrak
187,Standard,Title Crown,,,Wayfarers,,Suit,Orange,Dosbrak
188,Old,Title Crown,,,,,Red Jersey Torn,Orange,Dosbrak
189,Standard,,,,Bloody Eye,,Blue Jersey,Green,Dosbrak
190,Standard,,,,,Captain Armband,Black Jersey,Red,Dosbrak
191,Old,BA Snapback,,Gold Mouthguard,Bloody Eye,,Black Jersey,Green,Dosbrak
192,Standard,BA Snapback,England Paint,Medal,,,,Orange,Dosbrak
193,Standard,,Sweat,Medal,,Captain Armband,Black Jersey,Black,Dosbrak
194,Standard,,,,Bloody Eye,Confetti,White Jersey,Blue,Dosbrak
195,Old,,,,,Fire Ball,Red Jersey,Stadium,Dosbrak
196,Standard,Wooly Hat,,,,European Trophy,Red Jersey,Black,Dosbrak
197,Standard,,,,Bloody Eye,Captain Armband,Black Jersey,Black,Dosbrak
198,Old,,,Medal,,Fire Ball,Suit,Team,Dosbrak
199,Young,,,Gold Mouthguard,Wayfarers,,Blue Jersey,Black,Dosbrak
200,Standard,,,Gold Mouthguard,,Pigskin Ball,Suit,Orange,Dosbrak
201,Young,Wooly Hat,,Gold Mouthguard,,Captain Armband,Black Jersey,Red,Dosbrak
202,Standard,,Sweat,,,Confetti,Blue Jersey,Black,Dosbrak
203,Standard,Winner Hat,,Gold Mouthguard,,Fire Ball,Black Jersey,Red,Dosbrak
204,Standard,,,,,League Trophy,Red Jersey Torn,Blue,Dosbrak
205,Old,Title Crown,Sweat,,,Captain Armband,Black Jersey,Red,Dosbrak
206,Standard,Title Crown,,,Laser Eyes,,Black Jersey,Black,Dosbrak
207,Standard,BA Snapback,England Paint,Diamond Grill,,,,Blue,Dosbrak
208,Standard,,,,,Pigskin Ball,White Jersey,Green,Dosbrak
209,Standard,Title Crown,,,Bloody Eye,Yellow Card,Blue Jersey,Blue,Dosbrak
210,Standard,,,,,Yellow Card,Blue Jersey,Green,Dosbrak
211,Old,,,,,Confetti,Suit,Orange,Dosbrak
212,Standard,Winner Hat,Ad Beard,,Laser Eyes,Pigskin Ball,Red Jersey,Black,Dosbrak
213,Old,BA Snapback,,Medal,,,White Jersey,Red,Dosbrak
214,Standard,Wooly Hat,England Paint,,,,Red Jersey,Red,Dosbrak
215,Standard,,,Medal,,Captain Armband,Black Jersey,Blue,Dosbrak
216,Young,Winner Hat,,,,,Red Jersey,Green,Dosbrak
217,Standard,Wooly Hat,,,,,Red Jersey,Orange,Dosbrak
218,Old,Title Crown,,Medal,,Please Buy Rooney,Red Jersey,Blue,Dosbrak
219,Young,,England Paint,Medal,,,,Blockasset,Dosbrak
220,Old,,,Medal,,Pigskin Ball,Training Hoodie,Black,Dosbrak
221,Old,,,,,Yellow Card,White Jersey,Blue,Dosbrak
222,Standard,,,Gold Mouthguard,,,Astronaut,Blue,Dosbrak
223,Standard,,,,Bloody Eye,League Trophy,Red Jersey Torn,Orange,Dosbrak
224,Young,Wooly Hat,,Medal,,Yellow Card,Red Jersey,Green,Dosbrak
225,Standard,Wooly Hat,,,Bloody Eye,Please Buy Rooney,Red Jersey,Green,Dosbrak
226,Standard,Winner Hat,,,,League Trophy,Red Jersey Torn,Green,Dosbrak
227,Old,,,,Wayfarers,Captain Armband,Black Jersey,Black,Dosbrak
228,Young,,,,,Yellow Card,White Jersey,Blue,Dosbrak
229,Standard,Crown,,Gold Mouthguard,,,White Jersey,Black,Dosbrak
230,Old,,,Gold Mouthguard,,Pigskin Ball,Suit,Orange,Dosbrak
231,Standard,Wooly Hat,Sweat,Diamond Grill,Bloody Eye,Fire Ball,Red Jersey,Blue,Dosbrak
232,Old,Wooly Hat,Sweat,,Bloody Eye,Yellow Card,Red Jersey,Red,Dosbrak
233,Standard,,,,,Boot Award,White Jersey,Red,Dosbrak
234,Young,BA Snapback,,Gold Mouthguard,Bloody Eye,Please Buy Rooney,White Jersey,Green,Dosbrak
235,Old,,,Diamond Grill,,Pigskin Ball,White Jersey,Orange,Dosbrak
236,Standard,,,,,Pigskin Ball,Patriot Flag,Red,Dosbrak
237,Standard,Wooly Hat,,Gold Mouthguard,,Confetti,Red Jersey,Green,Dosbrak
238,Old,BA Snapback,,Diamond Grill,Laser Eyes,,Patriot Flag,Team,Dosbrak
239,Young,Wooly Hat,,Gold Mouthguard,Bloody Eye,Confetti,Red Jersey,Blockasset,Dosbrak
240,Old,,,,,Boot Award,Black Jersey,Black,Dosbrak
241,Standard,,,,,Fire Ball,Blue Jersey,Green,Dosbrak
242,Standard,Title Crown,,,,Confetti,Managers Jacket,Green,Dosbrak
243,Standard,,,,,Yellow Card,Training Hoodie,Blue,Dosbrak
244,Standard,BA Snapback,,,,Please Buy Rooney,Managers Jacket,Orange,Dosbrak
245,Old,,,Diamond Grill,Wayfarers,Confetti,Red Jersey,Orange,Dosbrak
246,Young,,,,,Yellow Card,Managers Jacket,Black,Dosbrak
247,Standard,BA Snapback,Sweat,,,Please Buy Rooney,Red Jersey,Orange,Dosbrak
248,Standard,,,,Wayfarers,Captain Armband,Black Jersey,Orange,Dosbrak
249,Standard,BA Snapback,England Paint,,,,,Red,Dosbrak
250,Old,Winner Hat,,,,Fire Ball,Training Hoodie,Blockasset,Dosbrak
251,Young,Wooly Hat,,,Wayfarers,,Red Jersey,Blue,Dosbrak
252,Standard,,,,,,Black Jersey,Blue,Dosbrak
253,Old,Winner Hat,,,,Confetti,Red Jersey,Orange,Dosbrak
254,Standard,,,Gold Mouthguard,Bloody Eye,Pigskin Ball,White Jersey,Red,Dosbrak
255,Old,,Sweat,Gold Mouthguard,,Captain Armband,Black Jersey,Red,Dosbrak
256,Standard,,,,Laser Eyes,,White Jersey,Black,Dosbrak
257,Standard,Winner Hat,Sweat,,Bloody Eye,Confetti,Managers Jacket,Red,Dosbrak
258,Young,Wooly Hat,,Medal,,Please Buy Rooney,Red Jersey,Orange,Dosbrak
259,Standard,Title Crown,,,,Confetti,Blue Jersey,Blockasset,Dosbrak
260,Standard,Winner Hat,England Paint,,Laser Eyes,,,Green,Dosbrak
261,Standard,,,,Laser Eyes,Please Buy Rooney,Managers Jacket,Orange,Dosbrak
262,Standard,BA Snapback,,,Bloody Eye,,Suit,Black,Dosbrak
263,Standard,BA Snapback,,,Bloody Eye,Yellow Card,Blue Jersey,Red,Dosbrak
264,Standard,BA Snapback,,Medal,Laser Eyes,Yellow Card,White Jersey,Red,Dosbrak
265,Old,,,Diamond Grill,Laser Eyes,Yellow Card,White Jersey,Green,Dosbrak
266,Old,,,Medal,Bloody Eye,Yellow Card,Black Jersey,Green,Dosbrak
267,Standard,BA Snapback,,Diamond Grill,,,White Jersey,Orange,Dosbrak
268,Standard,Wooly Hat,,,,Captain Armband,Black Jersey,Blue,Dosbrak
269,Standard,Winner Hat,Sweat,,Wayfarers,Captain Armband,Black Jersey,Red,Dosbrak
270,Old,,,Gold Mouthguard,Laser Eyes,Yellow Card,Managers Jacket,Green,Dosbrak
271,Young,,,,,Confetti,Black Jersey,Green,Dosbrak
272,Old,,Sweat,,Bloody Eye,,Black Jersey,Team,Dosbrak
273,Old,,,,,Fire Ball,Patriot Flag,Orange,Dosbrak
274,Standard,Winner Hat,,Diamond Grill,,Fire Ball,Red Jersey,Blue,Dosbrak
275,Standard,,Ad Beard,,,Captain Armband,Black Jersey,Black,Dosbrak
276,Standard,,,,,,Suit,Stadium,Dosbrak
277,Old,BA Snapback,Sweat,,Bloody Eye,European Trophy,Managers Jacket,Blue,Dosbrak
278,Standard,BA Snapback,,,Bloody Eye,Fire Ball,Blue Jersey,Blue,Dosbrak
279,Standard,,,,,Fire Ball,Black Jersey,Black,Dosbrak
280,Standard,,,,Bloody Eye,Pigskin Ball,Red Jersey,Blue,Dosbrak
281,Old,,,,Wayfarers,Fire Ball,Patriot Flag,Blue,Dosbrak
282,Standard,BA Snapback,England Paint,,,,,Green,Dosbrak
283,Standard,Winner Hat,,,Wayfarers,Captain Armband,Black Jersey,Blue,Dosbrak
284,Standard,Winner Hat,Sweat,,,Diamond Ball,Training Hoodie,Green,Dosbrak
285,Standard,Winner Hat,,,Wayfarers,Yellow Card,Red Jersey,Black,Dosbrak
286,Old,Wooly Hat,,Gold Mouthguard,,Captain Armband,Black Jersey,Green,Dosbrak
287,Old,BA Snapback,,,,Fire Ball,White Jersey,Black,Dosbrak
288,Standard,Wooly Hat,,,,Please Buy Rooney,Red Jersey,Red,Dosbrak
289,Standard,,,Medal,Wayfarers,Captain Armband,Black Jersey,Stadium,Dosbrak
290,Standard,,,,Bloody Eye,Yellow Card,Black Jersey,Black,Dosbrak
291,Old,,,Medal,,Pigskin Ball,White Jersey,Team,Dosbrak
292,Standard,,,,,Confetti,Blue Jersey,Blue,Dosbrak
293,Standard,Winner Hat,,,Wayfarers,Confetti,Managers Jacket,Black,Dosbrak
294,Standard,Wooly Hat,,,,European Trophy,Red Jersey,Green,Dosbrak
295,Old,,,,Wayfarers,Fire Ball,Red Jersey,Green,Dosbrak
296,Standard,Wooly Hat,England Paint,,,,Red Jersey,Team,Dosbrak
297,Old,,,,Bloody Eye,Captain Armband,Black Jersey,Green,Dosbrak
298,Old,,,Medal,,Yellow Card,Red Jersey,Orange,Dosbrak
299,Standard,Wooly Hat,,,,,Red Jersey,Blue,Dosbrak
300,Standard,Winner Hat,,,,Yellow Card,Red Jersey,Orange,Dosbrak
301,Old,,,Diamond Grill,Wayfarers,,White Jersey,Orange,Dosbrak
302,Standard,,Sweat,,,Confetti,Black Jersey,Black,Dosbrak
303,Young,BA Snapback,,,,Please Buy Rooney,Training Hoodie,Black,Dosbrak
304,Old,,,,Wayfarers,League Trophy,Red Jersey Torn,Black,Dosbrak
305,Standard,Winner Hat,,,,Please Buy Rooney,Red Jersey,Red,Dosbrak
306,Standard,Wooly Hat,Sweat,,,Please Buy Rooney,Red Jersey,Green,Dosbrak
307,Old,,,Medal,Wayfarers,Please Buy Rooney,Training Hoodie,Black,Dosbrak
308,Old,,,,,Please Buy Rooney,Black Jersey,Red,Dosbrak
309,Standard,,Ad Beard,,Wayfarers,,White Jersey,Red,Dosbrak
310,Standard,Winner Hat,,,,League Trophy,Red Jersey Torn,Red,Dosbrak
311,Standard,Title Crown,,,Laser Eyes,Captain Armband,Black Jersey,Black,Dosbrak
312,Standard,,,,Wayfarers,Yellow Card,Patriot Flag,Black,Dosbrak
313,Standard,Winner Hat,,,Bloody Eye,Fire Ball,Red Jersey,Black,Dosbrak
314,Standard,BA Snapback,England Paint,Gold Mouthguard,,,,Green,Dosbrak
315,Young,,,Gold Mouthguard,,Boot Award,Training Hoodie,Green,Dosbrak
316,Standard,Winner Hat,Sweat,,Bloody Eye,Confetti,Training Hoodie,Green,Dosbrak
317,Old,Winner Hat,,,Wayfarers,Pigskin Ball,Black Jersey,Black,Dosbrak
318,Standard,Crown,,,Laser Eyes,Fire Ball,Blue Jersey,Green,Dosbrak
319,Standard,,,,,Pigskin Ball,Red Jersey,Black,Dosbrak
320,Old,Wooly Hat,,,,European Trophy,Red Jersey,Black,Dosbrak
321,Standard,BA Snapback,Sweat,,,Yellow Card,Training Hoodie,Green,Dosbrak
322,Standard,Title Crown,,,,Captain Armband,Black Jersey,Black,Dosbrak
323,Standard,,Sweat,Medal,Bloody Eye,Fire Ball,Patriot Flag,Orange,Dosbrak
324,Standard,Winner Hat,,,Wayfarers,Yellow Card,Training Hoodie,Black,Dosbrak
325,Young,,,,,Fire Ball,Red Jersey,Green,Dosbrak
326,Young,,,Medal,Bloody Eye,Captain Armband,Black Jersey,Orange,Dosbrak
327,Standard,Title Crown,Sweat,Gold Mouthguard,,Pigskin Ball,Red Jersey,Black,Dosbrak
328,Standard,,Sweat,Gold Mouthguard,,Confetti,Training Hoodie,Orange,Dosbrak
329,Old,,Sweat,,,Please Buy Rooney,Training Hoodie,Green,Dosbrak
330,Standard,,,,,League Trophy,Red Jersey Torn,Blue,Dosbrak
331,Standard,,,,,Yellow Card,Suit,Green,Dosbrak
332,Standard,Wooly Hat,,Gold Mouthguard,Wayfarers,,Red Jersey,Black,Dosbrak
333,Standard,,,,,Please Buy Rooney,Black Jersey,Green,Dosbrak
334,Standard,Winner Hat,Sweat,Gold Mouthguard,,,Red Jersey,Black,Dosbrak
335,Standard,,,Medal,,Please Buy Rooney,Black Jersey,Blue,Dosbrak
336,Old,,,Diamond Grill,Bloody Eye,Pigskin Ball,Suit,Red,Dosbrak
337,Standard,BA Snapback,,,Laser Eyes,Please Buy Rooney,Blue Jersey,Green,Dosbrak
338,Young,,Sweat,,Laser Eyes,Confetti,White Jersey,Blue,Dosbrak
